imagenet-zeroshot-val-top1,imagenet-zeroshot-val-top5,name,epoch
0.42614,0.70558,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,9
0.43134,0.70958,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,10
0.43866,0.71806,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,11
0.44654,0.72748,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,12
0.451,0.7314,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,13
0.45206,0.73406,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,14
0.46158,0.73994,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,15
0.469,0.74924,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,16
0.4733,0.74986,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,17
0.47478,0.7549,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,18
0.48202,0.76028,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,19
0.48876,0.76512,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,20
0.49484,0.76856,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,21
0.49454,0.77208,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,22
0.49708,0.77366,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,23
0.5035,0.77742,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,24
0.50672,0.78138,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,25
0.51154,0.78326,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,26
0.51476,0.78484,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,27
0.51574,0.78808,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,28
0.51734,0.7886,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,29
0.5184,0.78952,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,30
0.5192,0.78928,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,31
0.51928,0.79018,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,32
0.49524,0.77202,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,70
0.3764,0.64718,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,5
0.44254,0.7202,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,14
0.51664,0.792,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,95
0.39794,0.67626,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,7
0.47706,0.75756,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,42
0.46164,0.747,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,31
0.52076,0.79548,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,107
0.4803,0.76008,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,47
0.46004,0.74298,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,25
0.44084,0.72502,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,15
0.47934,0.75902,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,50
0.47154,0.75442,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,41
0.52912,0.80276,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,117
0.44962,0.73112,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,22
0.49452,0.77374,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,69
0.49194,0.76854,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,66
0.4947,0.77414,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,71
0.47178,0.75248,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,34
0.4488,0.73124,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,20
0.4962,0.7706,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,65
0.45782,0.73964,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,27
0.5324,0.80392,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,115
0.4965,0.77126,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,67
0.51186,0.7891,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,90
0.45136,0.7347,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,23
0.47042,0.75246,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,38
0.44748,0.72834,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,19
0.49236,0.77646,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,75
0.5206,0.7952,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,104
0.51754,0.79192,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,96
0.48786,0.76448,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,57
0.4854,0.76292,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,58
0.47844,0.76028,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,59
0.53408,0.80532,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,120
0.41246,0.68978,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,8
0.52744,0.80052,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,111
0.4725,0.75212,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,40
0.48066,0.76032,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,52
0.46038,0.74386,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,30
0.35218,0.61838,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,4
0.47936,0.75788,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,51
0.46042,0.73748,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,29
0.5341,0.80538,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,119
0.53582,0.80584,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,118
0.52666,0.79948,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,109
0.47302,0.75332,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,46
0.5128,0.78924,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,93
0.39026,0.67018,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,6
0.47944,0.76098,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,49
0.50128,0.77884,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,78
0.43588,0.71598,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,13
0.5056,0.78396,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,88
0.52542,0.799,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,108
0.48814,0.76818,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,63
0.42596,0.70156,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,11
0.49282,0.77474,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,68
0.48876,0.76612,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,61
0.4946,0.77354,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,77
0.4209,0.69954,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,10
0.50432,0.7824,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,83
0.52524,0.7995,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,106
0.51528,0.79178,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,98
0.49902,0.77678,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,76
0.53352,0.80148,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,114
0.5189,0.7949,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,100
0.5065,0.78348,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,80
0.50348,0.78536,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,86
0.4986,0.77606,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,74
0.48602,0.76992,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,64
0.50928,0.78748,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,89
0.4738,0.75598,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,53
0.50046,0.7784,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,79
0.5038,0.78252,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,82
0.44908,0.72964,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,18
0.50004,0.77692,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,72
0.49754,0.77542,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,73
0.531,0.8026,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,112
0.50902,0.78772,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,87
0.46704,0.75116,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,35
0.48622,0.76566,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,60
0.527,0.8012,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,110
0.47006,0.75174,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,37
0.47564,0.75604,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,48
0.52102,0.7944,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,102
0.45266,0.7371,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,28
0.4225,0.7032,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,12
0.44872,0.73046,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,21
0.5306,0.8035,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,116
0.46992,0.75038,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,43
0.3225,0.5793,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,3
0.47702,0.75514,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,44
0.52046,0.79736,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,103
0.45114,0.7326,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,24
0.5066,0.78392,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,85
0.12048,0.28266,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,1
0.51502,0.78802,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,92
0.48162,0.75852,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,54
0.50222,0.78112,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,84
0.26264,0.50506,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,2
0.51834,0.79478,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,99
0.52022,0.79088,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,97
0.46208,0.74514,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,26
0.48438,0.76672,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,55
0.5215,0.79512,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,101
0.51224,0.7906,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,94
0.47224,0.75224,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,36
0.5136,0.78868,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,91
0.46596,0.74748,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,33
0.46304,0.74424,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,32
0.4465,0.72608,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,16
0.48918,0.76924,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,62
0.4729,0.75134,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,45
0.52348,0.79798,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,105
0.41452,0.69476,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,9
0.50436,0.78258,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,81
0.4662,0.74944,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,39
0.44694,0.7304,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,17
0.48688,0.76388,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,56
0.53022,0.80332,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,113
0.5536,0.81682,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,138
0.54248,0.81204,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,121
0.5439,0.81258,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,125
0.56442,0.82528,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,158
0.56328,0.82488,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,156
0.56004,0.82182,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,147
0.56316,0.8242,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,151
0.54624,0.81422,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,127
0.55068,0.81784,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,136
0.5505,0.81564,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,133
0.55244,0.81736,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,135
0.56374,0.82502,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,155
0.54598,0.81232,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,129
0.55828,0.82348,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,144
0.55488,0.81962,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,140
0.55136,0.81754,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,134
0.55028,0.81584,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,132
0.56166,0.82226,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,149
0.56464,0.82534,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,160
0.54148,0.81072,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,126
0.54148,0.81386,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,123
0.56264,0.82506,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,153
0.55164,0.81822,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,137
0.55578,0.82062,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,141
0.54898,0.8145,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,130
0.55762,0.82258,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,145
0.55432,0.82008,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,139
0.54876,0.81618,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,131
0.56086,0.8229,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,150
0.54042,0.8101,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,122
0.5405,0.8117,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,124
0.55956,0.82132,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,146
0.5599,0.82238,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,142
0.558,0.82268,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,143
0.54624,0.81244,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,128
0.56316,0.82494,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,154
0.56378,0.82544,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,157
0.56032,0.8221,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,148
0.56254,0.82492,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,152
0.56438,0.82558,Model-B-32_Data-80M_Samples-13B_lr-5e-4_bs-32k.pt,159
0.54022,0.81226,Model-B-16_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,8
0.56558,0.83192,Model-B-16_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,9
0.00406,0.01944,Model-B-16_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,4
0.5903,0.85114,Model-B-16_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,10
0.2419,0.47676,Model-B-16_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,2
0.33288,0.60294,Model-B-16_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,5
0.50584,0.7839,Model-B-16_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,7
0.61864,0.86768,Model-B-16_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,12
0.45676,0.73686,Model-B-16_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,6
0.3874,0.6629,Model-B-16_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,3
0.6107,0.86492,Model-B-16_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,11
0.09742,0.24586,Model-B-16_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,1
0.49876,0.77452,Model-B-32_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,8
0.5238,0.79264,Model-B-32_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,9
0.37928,0.65172,Model-B-32_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,4
0.54486,0.81476,Model-B-32_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,10
0.23328,0.46544,Model-B-32_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,2
0.40534,0.68094,Model-B-32_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,5
0.47056,0.74778,Model-B-32_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,7
0.5731,0.83252,Model-B-32_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,12
0.45046,0.72924,Model-B-32_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,6
0.329,0.59596,Model-B-32_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,3
0.56538,0.8276,Model-B-32_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,11
0.07718,0.20138,Model-B-32_Data-2B_Samples-3B_lr-1e-3_bs-88k.pt,1
0.49456,0.76606,Model-B-32_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,4
0.36106,0.62868,Model-B-32_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,2
0.54446,0.8102,Model-B-32_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,5
0.57046,0.82892,Model-B-32_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,6
0.40182,0.67218,Model-B-32_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,3
0.21658,0.43522,Model-B-32_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,1
0.55192,0.82076,Model-B-16_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,4
0.43462,0.71108,Model-B-16_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,2
0.59898,0.85652,Model-B-16_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,5
0.62562,0.87356,Model-B-16_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,6
0.5001,0.77904,Model-B-16_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,3
0.26566,0.51006,Model-B-16_Data-400M_Samples-3B_lr-1e-3_bs-88k.pt,1
0.65454,0.8941,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,53
0.67176,0.90568,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,59
0.62696,0.8812,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,46
0.5897,0.85856,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,33
0.56448,0.83528,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,20
0.64662,0.8905,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,50
0.66758,0.90222,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,57
0.65182,0.89216,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,51
0.50924,0.79092,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,8
0.66584,0.90012,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,56
0.523,0.80066,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,9
0.59976,0.8633,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,35
0.42494,0.70486,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,4
0.65888,0.89588,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,54
0.5273,0.8075,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,10
0.62592,0.87888,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,44
0.6622,0.89786,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,55
0.68092,0.9087,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,64
0.61014,0.86966,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,38
0.64742,0.89092,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,52
0.56542,0.83776,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,22
0.5731,0.84312,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,23
0.54598,0.82246,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,30
0.59066,0.85842,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,32
0.54244,0.81838,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,14
0.26644,0.5124,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,2
0.5813,0.84764,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,27
0.46722,0.7495,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,5
0.55452,0.83016,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,17
0.6437,0.8902,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,49
0.5052,0.78206,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,7
0.5724,0.84056,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,21
0.68066,0.9083,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,63
0.59294,0.8605,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,34
0.67582,0.90622,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,60
0.68124,0.90862,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,65
0.61046,0.86926,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,40
0.67892,0.90768,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,61
0.55144,0.82464,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,15
0.60484,0.86404,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,36
0.57956,0.8498,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,29
0.67906,0.90796,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,62
0.6177,0.87412,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,41
0.53686,0.8153,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,12
0.60312,0.8665,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,37
0.67204,0.90514,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,58
0.61692,0.8739,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,42
0.55338,0.82778,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,18
0.55328,0.82584,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,16
0.48708,0.769,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,6
0.63868,0.88444,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,48
0.56036,0.83126,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,19
0.57296,0.84176,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,24
0.5455,0.8192,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,13
0.62778,0.88026,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,45
0.57334,0.84134,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,25
0.58834,0.85554,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,31
0.35972,0.6317,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,3
0.5318,0.81266,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,11
0.57476,0.84552,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,26
0.5849,0.85174,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,28
0.63194,0.88234,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,47
0.08242,0.21466,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,1
0.61158,0.86902,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,39
0.6219,0.87622,Model-B-16_Data-2B_Samples-13B_lr-1e-3_bs-88k.pt,43
